date,ticker,garman_klass_vol,rsi,bb_low,bb_mid,bb_high,atr,macd,return_1m,return_2m,return_3m,return_6m,return_9m,return_12m,Mkt-RF,SMB,HML,RMW,CMA,cluster
2018-02-01,ABT,8.187063014775475e-05,69.60161044188088,3.9119910679368126,3.9722974383900165,4.032603808843221,-0.8939211281801726,0.9129800347914216,0.09439729513607897,0.05260994847946776,0.0482087578182695,0.041483201116461865,0.04085183517901059,0.035516172350082975,0.828798303611874,-0.2163701268906122,-0.2853404073182213,-0.005242199953265271,0.947374470917912,3
2018-02-01,ADBE,0.00015627601132652582,66.4658439471223,5.202284260206824,5.268046020463279,5.333807780719734,-1.0841571744183618,0.5036673070626935,0.13992232506879465,0.04918443152870511,0.044779214611534446,0.053052654005317335,0.045588499720582654,0.04832917634955414,1.3087303444821075,-0.49149196327627337,-0.13262795644611158,0.08369096502627137,-0.5030038511661833,3
2018-02-01,AMZN,0.00011893150394414854,88.70827428871804,4.08844769639542,4.199492026453646,4.3105363565118715,-0.9773718350358935,0.9540034936068935,0.24063897541810575,0.1103889757804215,0.09493262567701644,0.06617635181523762,0.05128856383102698,0.048331061596557756,1.238474225126775,-0.43902295749924286,-0.501510973198214,-0.5292969172341672,-0.42076526092632627,3
2018-02-01,BA,0.00023074587767598996,74.70699184167371,5.652958807125337,5.754136031770747,5.8553132564161565,0.4293011850569707,1.8303893454854174,0.20162104799784486,0.13147625469713353,0.11360996310701044,0.0673036003805696,0.07726627713199319,0.06577838361452559,1.0792461797788109,1.2357185676308735,-0.06133522177686099,0.2589537002703373,0.3429741513051245,3
2018-02-01,BAC,5.508383445149467e-05,71.94626999219199,3.2412670017920244,3.291854826980825,3.3424426521696255,-1.231019797242238,0.8204071092599831,0.08401098379712924,0.06581444904368894,0.054714504253661644,0.049878889428517814,0.03713980711817566,0.030600037567623417,1.3309258377016304,-0.22972844453067,1.314921683452219,-0.6552347759860684,-0.5339015807403524,3
2018-02-01,BRK-B,2.7636417696573314e-05,69.77297747001808,5.295570373477594,5.352585045802854,5.409599718128114,-0.7651428521758927,1.0552225006623197,0.08152559561391803,0.053906878590989304,0.046712339824690474,0.034435572861095,0.02937114944827468,0.022501971581193603,0.920007118051065,-0.6594253123783953,0.5293710732507739,-0.02982277464317378,-0.09138950657764061,3
2018-02-01,CHTR,0.00011601426973613172,69.7474285489939,5.839730379535943,5.897216897982979,5.954703416430014,-0.7531484662481011,1.0749555352161693,0.12290156445739409,0.07539000275133168,0.04124738592560151,-0.006359229254714882,0.009926725106669254,0.012774140860254413,1.0353481769596766,0.2659957393905384,0.3798024902807941,0.92578561093166,-0.4912677150134493,3
2018-02-01,CRM,0.00011532215547324363,67.2424274984774,4.6585410450343545,4.703134117835659,4.747727190636963,-1.3425964967066408,0.37146092932841146,0.1142522451518233,0.04495394454160939,0.036347697682083346,0.03851473458611654,0.03156196053961158,0.030857846856434,1.0794422457844273,-0.3723757664463893,-0.3242827178184101,-0.5619335586104235,-0.6999298464981517,3
2018-02-01,EBAY,0.00016270226778723052,64.12767962374475,3.528538843982073,3.5813207177164426,3.6341025914508123,-0.7430998574447436,0.5119736028830543,0.0752515451152529,0.08187988434919768,0.025386206912478393,0.02144073478852504,0.021837226259277198,0.020445035307665504,0.7131839490602473,1.4105841342694685,-0.6634934867713386,0.8420979802526022,0.1510473981271505,3
2018-02-01,GOOG,7.063184361600195e-05,74.16483955707874,3.992450360251273,4.0476051098255095,4.102759859399746,-0.9979816636631275,0.2728188223487971,0.118061909138236,0.07024139790844153,0.04792966736154192,0.03890187503323661,0.028820004035422953,0.03252754535293878,0.8844987131611678,-0.44966182715470104,0.050260451420715085,-0.2471573481087242,-0.6852967771009031,3
2018-02-01,GOOGL,7.201325448829798e-05,75.43621156236993,3.998397077066483,4.05499317046391,4.111589263861337,-1.00031353959971,0.283722426084986,0.12228968713586164,0.06815344190087091,0.04598885255785623,0.03794129510591837,0.02769598429119302,0.030936667129259243,0.8748064286727204,-0.42137100776093045,0.052176272726244075,-0.22553212656964583,-0.6920708270999824,3
2018-02-01,JPM,8.372649580085511e-05,72.57192602774866,4.464190715025509,4.515871961554521,4.567553208083533,-0.9092846304328939,0.578697758705211,0.08726890537429699,0.05472414387858304,0.04941029767571825,0.04118431386311672,0.034049340449265664,0.0282835426115009,1.0617424295823565,-0.04763366489979309,0.9925813180768919,-0.4106626619384963,-0.35013185378084705,3
2018-02-01,LMT,0.00013819276589126556,76.21792412792432,5.549857989641006,5.602271135902938,5.65468428216487,-0.6498876300600606,0.9159510901005627,0.1052797771584073,0.054497171579207526,0.05033617808037283,0.03504596269250437,0.03319782462983589,0.03134881017266866,0.670876430989604,-0.2908494878207743,0.028701192563456195,0.1627735075473664,0.4450455178089362,3
